wind_speed,wind_direction,grid_current,grid_voltage,production
5.6,27.1,395.7,372.3,72901.9711
7.6,34.4,931.7,373.3,174012.9212
5.9,24.9,442.2,372.8,81880.3399
6.5,29.2,694.7,372.9,129671.3289
5.6,27.7,421.9,372.8,78055.2397
6.3,25.2,670.2,373.4,124544.3958
6.2,24.7,631.1,373.8,117874.0908
6.6,22.3,803.2,375.0,150404.7515
6.6,28.2,751.8,375.5,141191.3850
7.4,27.7,840.0,376.4,157686.7665
5.6,38.0,510.7,376.6,96528.9818
5.8,29.1,579.8,376.2,108764.0632
6.2,30.9,606.0,375.3,113888.3977
6.9,32.4,633.8,375.9,119033.3602
7.6,33.9,1201.9,376.3,226723.8963
7.4,32.2,1047.4,376.2,196959.9070
7.2,33.7,893.8,376.1,168439.7303
6.8,35.5,760.7,375.9,142923.8174
7.1,35.0,1047.0,375.9,196748.9991
7.4,36.9,870.9,376.3,164623.1949
6.6,35.5,631.9,376.3,118846.1882
6.6,37.0,666.7,377.3,125783.4445
6.7,38.5,681.0,378.0,128543.6576
6.5,42.6,746.1,377.7,140635.0893
7.1,48.4,1039.0,378.5,196567.6075
6.9,48.0,699.2,378.0,132153.6442
8.3,45.7,1351.7,378.1,256328.8242
9.2,46.9,1659.3,379.5,314787.2140
8.7,47.0,1555.0,380.9,295107.1779
9.3,47.5,1956.2,381.2,372876.0928
9.3,42.8,1870.5,380.1,354899.2872
10.6,46.1,2609.1,382.1,497879.9869
10.8,46.2,2714.6,382.0,518454.1610
11.6,49.2,2831.9,383.3,541730.7889
10.9,46.8,2773.9,382.5,530007.9985
10.2,44.9,2580.7,381.9,492644.8554
10.5,49.2,2509.0,381.8,478626.2389
9.3,50.2,1998.0,382.6,379937.1336
11.0,53.0,2649.5,383.9,506746.9697
10.4,53.2,2464.9,384.1,471525.7884
10.9,55.4,2679.1,384.5,513001.0537
11.5,56.3,2747.9,385.7,527067.7254
11.4,55.5,2816.8,385.5,540389.4512
11.6,58.2,2793.1,383.8,534139.9106
12.5,58.9,2858.0,382.9,545714.4636
12.0,57.6,2858.2,383.2,544891.3867
11.7,57.3,2853.9,384.6,544881.3704
12.1,58.0,2849.3,384.7,544479.3649
12.9,57.4,2873.9,385.0,549906.9329
12.9,56.6,2842.1,384.7,543238.0023
12.9,54.7,2861.9,384.3,547676.6818
11.7,55.6,2563.0,385.0,488753.6869
11.2,56.4,2716.7,385.2,519362.9134
12.6,57.4,2850.3,385.7,545469.8738
12.3,57.4,2731.0,386.1,522847.8384
12.1,58.3,2732.2,386.6,523183.8211
12.8,57.8,2825.2,386.1,541454.7827
12.4,59.0,2819.0,386.7,540175.7983
11.2,62.8,2465.9,386.3,471047.7362
12.7,62.6,2749.2,387.3,527286.9972
11.6,58.7,2653.0,387.1,508976.2227
13.6,60.2,2798.2,387.0,537966.2226
13.0,62.4,2763.2,386.9,531207.3430
11.4,64.6,2599.0,386.8,498176.1786
12.1,63.9,2721.2,383.6,517376.0235
12.3,63.2,2606.9,383.5,494443.1749
13.6,60.6,2878.0,383.2,547617.7219
12.2,60.0,2782.0,383.5,528725.7409
11.4,59.9,2614.1,383.6,496483.8193
12.0,60.1,2651.3,383.7,503222.4005
12.4,59.5,2842.6,383.0,540893.9341
10.4,62.4,2321.7,382.9,439504.7452
11.8,61.4,2600.9,382.2,492776.8829
11.5,59.7,2696.9,382.2,510739.6930
11.3,58.6,2506.2,382.4,473746.2539
13.5,59.4,2873.2,382.9,545965.8185
13.1,58.8,2882.3,383.6,547830.9589
13.4,58.8,2884.2,383.0,548851.6897
12.8,58.6,2767.9,382.7,525520.9279
12.0,59.2,2753.0,383.3,522775.2161
13.6,60.4,2879.8,382.6,547484.3603
12.3,62.2,2775.3,382.8,527660.4131
13.3,60.1,2810.1,381.0,530637.3473
12.1,61.3,2803.2,380.0,529703.1057
12.3,59.1,2823.0,380.6,532647.9420
12.1,59.9,2629.3,380.3,495661.4643
9.8,62.4,1933.2,379.6,361095.9554
11.5,61.3,2660.2,380.5,501632.9827
12.3,61.0,2796.1,380.9,528328.5505
11.5,62.0,2662.4,380.0,502957.7726
13.1,58.9,2852.1,380.4,539508.8722
12.8,59.0,2805.0,380.1,529936.8060
13.5,59.7,2893.8,379.6,547463.8902
11.4,61.3,2584.9,378.9,488246.5190
10.7,62.0,2534.1,380.1,478213.8129
10.2,63.2,2219.4,379.7,418131.2805
10.1,62.0,2265.8,380.2,425868.0952
11.2,62.0,2653.2,380.9,501730.2637
10.6,63.6,2462.8,380.9,463946.2457
11.3,61.3,2625.2,381.2,496266.5762
11.5,60.5,2603.1,380.7,492254.9020
12.1,60.7,2718.2,381.5,514381.1086
13.3,59.8,2816.9,381.6,532780.9066
14.1,56.7,2898.7,381.4,548932.2643
14.2,58.1,2901.2,381.9,549620.9151
12.4,58.3,2770.8,380.9,524488.0560
12.1,57.4,2798.9,381.7,530724.6037
12.8,59.0,2822.0,381.2,534510.2792
12.4,57.5,2770.0,381.4,524716.5898
13.8,57.9,2856.2,382.0,541694.8393
15.3,57.8,2899.6,382.2,549947.7551
13.6,57.8,2848.1,381.6,539357.9727
13.4,57.2,2869.0,382.0,544361.5727
13.4,59.1,2843.7,382.3,539141.0429
15.2,59.1,2900.1,382.0,549129.9163
14.8,58.8,2899.2,381.9,549263.2086
13.8,59.7,2879.8,381.5,545608.4870
14.4,59.0,2894.1,381.4,547635.5667
14.7,61.0,2900.2,381.5,548987.7897
15.0,58.0,2903.9,381.8,549724.8091
13.8,59.1,2822.9,380.4,533280.4822
13.4,59.7,2738.7,380.3,516146.8686
11.4,62.4,2495.7,379.7,467920.7231
11.4,62.0,2591.9,379.1,485935.9781
12.4,59.5,2689.0,378.6,504474.9035
15.2,57.6,2924.0,379.1,549811.2162
15.6,58.2,2918.6,379.7,548747.5416
13.4,60.0,2831.0,380.9,533566.7472
14.7,58.7,2888.1,382.1,547276.3065
13.8,57.4,2870.0,382.4,544137.3859
11.4,60.7,2624.3,382.0,496435.2898
10.4,65.1,2151.2,380.6,403864.2253
11.8,60.7,2634.7,379.9,497284.4193
12.1,62.1,2712.0,381.8,512308.9665
11.9,59.7,2546.2,380.6,479134.5704
10.7,59.4,2499.8,380.8,470060.4594
13.0,60.8,2789.9,380.5,526291.8313
12.1,60.3,2723.0,380.5,512884.8575
13.4,60.6,2844.1,380.9,536541.6052
14.3,61.0,2836.0,380.8,534786.5164
13.1,61.8,2860.8,380.6,539932.7121
14.9,60.1,2905.9,380.9,548085.8275
15.3,58.1,2917.1,380.4,550083.2184
14.1,59.8,2896.9,381.3,546988.3402
10.5,61.0,2442.0,381.0,458297.6352
13.6,60.2,2855.1,380.7,538672.8108
13.6,59.5,2853.3,380.8,537889.1631
14.0,58.2,2865.1,380.6,540476.7354
12.9,57.0,2861.2,380.4,539376.0212
11.0,57.7,2375.8,380.2,444951.9480
11.5,60.5,2577.1,380.0,483609.1488
11.2,58.6,2584.2,380.9,485743.3212
14.1,57.7,2892.9,381.2,546484.5267
13.4,58.5,2900.8,381.5,548320.7405
14.1,60.7,2901.9,380.6,548693.1058
13.7,57.8,2818.0,380.1,531336.5605
13.9,58.2,2899.7,379.2,546881.8957
13.3,56.2,2911.8,379.8,549425.1870
14.5,56.7,2913.0,380.5,550024.2037
13.6,56.3,2908.1,381.2,549253.0785
13.5,54.2,2889.1,380.8,545299.1895
12.4,56.9,2894.3,380.6,546370.0328
12.9,57.8,2812.2,380.1,530595.0818
13.4,57.7,2911.2,380.5,549790.3623
13.9,59.1,2898.8,380.1,547471.0553
13.2,56.9,2889.1,380.1,546021.0810
11.2,54.8,2768.0,379.4,522514.2964
11.3,54.9,2747.9,378.4,518457.4440
11.5,54.2,2723.9,379.2,514059.8902
10.4,52.5,2364.9,378.7,445600.6513
10.1,53.9,2327.0,378.2,437399.3617
10.7,56.2,2678.7,378.3,504445.2735
10.4,53.7,2346.0,377.6,440707.3255
10.8,54.5,2486.0,378.1,469563.7991
8.9,49.6,1888.0,377.7,354832.1347
7.2,43.2,840.1,375.0,155532.4060
6.6,40.7,748.3,374.4,138092.0705
7.1,47.2,915.0,375.3,167952.0246
7.7,45.9,1134.8,374.8,210716.1501
8.1,46.5,1299.4,375.5,242856.2263
7.6,42.2,1070.1,374.4,199289.9547
7.4,36.1,1244.0,374.8,231616.9211
9.5,37.9,1901.1,376.1,356648.0235
9.1,38.8,1796.8,376.9,337226.1835
9.9,38.1,2294.8,377.4,431838.9374
10.6,39.9,2301.7,378.8,433616.3188
9.5,32.8,2258.9,378.4,425608.0309
9.0,28.2,1863.9,377.0,348173.2260
11.2,36.9,2764.9,377.7,520211.6897
12.4,35.2,2857.1,378.8,537788.9936
11.2,32.4,2792.9,378.0,525584.4265
12.1,34.9,2887.1,378.1,543949.7816
9.4,31.3,2092.3,379.3,392454.6581
10.0,20.0,2592.1,378.9,488613.2328
12.1,24.0,2858.8,378.7,540282.4427
11.2,25.4,2878.1,379.0,543913.0038
10.2,18.5,2381.9,378.8,449209.6865
9.4,9.0,2399.3,377.3,452243.9573
8.7,2.5,2432.1,377.1,457482.7052
9.2,4.4,2254.0,375.5,423436.0092
9.3,4.2,2290.8,375.7,430841.8082
9.3,3.2,2400.8,376.4,451388.3076
9.3,8.7,2310.2,376.6,435346.7375
10.0,9.1,2582.1,377.8,487390.4888
9.8,10.7,2538.7,378.7,479809.9512
9.5,10.2,2373.1,378.0,447900.9950
9.2,10.7,2314.9,377.9,436205.8799
8.8,8.6,2066.9,377.3,389461.2616
8.6,8.8,1988.9,376.1,374206.8961
8.9,9.6,2012.3,376.5,378459.2639
8.9,8.8,2088.7,377.1,393349.3438
9.3,7.9,2272.7,377.1,428883.9283
8.9,9.0,2107.0,377.1,396972.7068
9.8,8.4,2222.1,376.7,419199.9754
10.2,11.4,2381.4,377.5,449670.1632
10.3,12.5,2226.1,377.7,420508.3776
9.8,13.6,2219.9,376.9,418632.4260
9.5,16.9,1856.1,377.4,349599.0204
9.5,17.4,1956.8,377.7,368393.2241
9.4,17.2,1951.2,378.1,368023.4977
10.4,14.8,2250.1,378.6,425553.8230
9.3,16.4,2028.2,379.1,383490.1225
10.9,15.9,2571.7,379.7,487738.9285
10.2,15.6,2195.2,376.3,411834.8152
10.2,17.4,2248.0,375.3,421604.3950
10.0,13.8,2208.3,375.5,414448.3177
10.2,18.4,2150.4,375.8,403808.7732
10.2,17.1,2065.8,376.1,388228.5599
10.1,16.4,2094.8,376.4,393599.6533
10.2,15.2,2165.8,377.1,407705.4023
9.8,16.9,2023.3,377.5,380772.9380
9.9,17.7,2167.1,377.4,408268.1732
9.7,16.6,1868.9,377.2,351832.6745
9.2,17.5,1759.1,377.5,330565.1289
9.8,17.7,1959.7,377.5,369313.4097
9.6,18.5,1989.3,377.8,374700.1885
8.8,17.5,1816.6,377.6,341722.6428
9.9,14.1,2089.2,378.1,393869.9530
9.6,16.2,2036.9,378.3,383757.1396
10.4,17.2,2254.9,377.7,425912.6517
9.8,17.8,2084.1,377.7,393077.9231
9.6,17.8,2046.2,378.1,385570.7210
10.1,18.3,2208.1,377.9,416733.9752
10.8,17.1,2351.8,377.9,444231.9615
9.7,18.1,2013.3,377.0,379174.4922
8.8,17.4,1800.9,376.7,338434.6984
9.7,14.3,1962.8,376.8,369495.1738
9.3,13.6,1920.8,377.5,361639.7550
9.5,13.7,2006.8,377.3,377851.6489
9.9,13.4,2123.0,377.2,400306.7287
10.1,14.0,2134.0,377.0,402089.1608
9.5,15.3,2173.9,377.1,409453.6099
9.8,14.4,1962.7,376.1,369245.4370
10.1,14.3,1902.4,376.0,357643.5683
9.8,14.9,1804.0,375.8,338900.1749
9.1,13.8,1722.7,375.7,323569.1786
9.4,13.3,1521.9,375.1,285584.1092
8.4,13.0,1489.8,375.5,279230.0016
9.0,12.3,1481.3,375.0,277768.6779
8.1,14.5,1245.1,374.1,233326.0682
7.8,13.5,1161.0,374.2,217030.6097
8.2,14.2,1169.3,373.9,218534.4972
7.3,18.5,814.0,373.8,152220.8768
6.6,16.4,591.9,376.5,111133.4222
7.3,23.9,597.0,375.4,111936.7944
7.8,29.0,579.0,375.0,108747.6717
7.4,26.9,555.0,373.9,103824.8480
5.8,19.6,392.7,373.9,73278.0186
6.7,17.8,477.5,373.3,89243.7732
6.7,24.4,540.1,373.7,101053.7990
6.4,23.5,499.8,375.0,93532.8299
6.6,20.0,646.0,377.4,121576.1114
7.5,24.8,774.2,378.1,145833.5393
8.7,29.3,893.2,379.0,168867.1470
8.0,29.6,926.0,379.2,174827.9830
8.2,32.2,1033.7,379.6,195157.3277
7.6,30.8,931.8,378.7,175989.3084
8.8,30.9,1193.2,378.9,225031.5970
9.5,34.6,1325.0,379.6,249872.2368
10.9,38.9,1600.9,380.2,303145.2405
10.6,42.0,1687.7,379.7,320088.7792
10.7,39.8,1780.3,380.2,336944.6807
11.6,39.9,2209.2,381.1,419617.8687
11.9,38.8,2398.7,380.7,456324.3705
9.3,35.0,1643.8,379.7,311354.1854
7.8,30.8,1180.1,378.6,221550.5100
8.2,24.9,1452.9,379.2,273790.9860
8.3,25.3,1488.9,378.3,281019.1154
9.0,30.5,1417.0,378.2,267050.9320
7.7,26.6,1338.1,377.8,252116.8082
8.4,30.7,1461.9,378.4,276087.7720
9.1,32.8,1382.9,378.2,260625.4599
7.9,26.9,1452.8,377.1,274048.9579
8.6,26.0,1435.9,377.6,270948.1554
9.2,29.3,1629.0,378.0,307701.0185
9.4,32.8,1668.6,377.8,315535.0942
8.9,33.5,1563.2,377.1,295059.5062
8.4,35.1,1197.2,377.0,226029.8946
7.8,35.0,1125.9,377.2,212661.8547
7.1,26.9,925.0,377.0,174613.5544
6.7,23.3,718.1,377.3,135457.5483
8.4,37.1,1222.1,377.3,231235.8414
8.5,35.7,1312.0,378.2,248448.4218
7.9,34.7,1297.7,378.4,245669.9348
7.0,34.2,1054.3,378.2,200132.8666
7.8,34.1,1237.9,379.0,234029.0651
8.5,35.8,1464.1,379.3,277550.9101
8.7,35.4,1541.0,379.8,292055.0233
9.0,32.3,1783.2,379.6,338120.7377
8.2,28.4,1441.9,378.9,273595.1381
7.1,27.6,983.0,377.5,185718.6170
6.6,30.3,780.0,377.4,147149.6350
6.8,31.2,912.7,376.7,171876.1912
6.4,29.0,792.0,377.1,149013.5083
6.9,29.1,1051.0,377.4,198535.7549
6.9,29.8,1048.7,377.9,198087.3394
7.2,28.0,1003.6,377.5,189957.4435
6.9,26.3,920.9,376.9,173661.3213
7.3,29.5,1005.9,377.1,189986.3207
6.8,25.8,769.9,377.0,145432.6454
6.3,27.7,710.1,376.6,133437.3037
6.8,31.8,772.3,377.3,145792.5466
6.8,34.7,999.0,377.5,188880.3693
6.9,40.8,878.9,376.9,166226.0421
6.4,40.2,718.0,377.5,135217.7903
6.0,39.5,633.8,376.7,119038.0204
6.5,37.4,687.1,377.0,129706.8750
5.6,33.5,564.1,376.5,106376.9068
5.4,39.1,368.7,376.3,69150.5191
5.4,34.4,302.1,376.3,56064.0954
5.3,33.3,314.7,376.1,58629.1029
4.4,25.4,179.8,375.0,32397.1225
4.8,28.1,252.9,374.0,46211.0645
5.2,31.2,287.1,373.5,52919.7881
5.4,33.4,315.3,373.9,58530.1921
5.2,31.8,288.5,374.1,53471.2540
6.2,33.2,685.2,375.1,128433.1101
6.6,31.4,810.7,375.8,152419.7276
6.5,34.0,777.1,375.7,146188.0053
6.4,37.8,750.5,375.7,140597.6143
7.2,38.2,1104.1,376.4,208358.2133
7.2,31.7,1171.2,377.0,220797.7737
8.3,35.4,1708.0,378.1,323630.0602
8.0,35.0,1426.9,378.0,270536.6764
6.5,31.0,857.9,377.8,162391.6440
6.7,32.9,870.1,376.9,164485.3168
6.4,44.2,694.3,376.7,130275.2479
6.6,39.3,798.9,376.9,151141.5743
7.3,38.6,941.8,376.6,177218.5694
7.4,35.6,1103.2,376.9,208091.7019
7.1,35.1,948.1,376.5,178793.6973
6.9,37.0,813.0,376.4,153423.5053
6.9,38.2,845.9,376.8,159609.0713
6.7,36.6,847.8,377.0,159840.5799
6.0,41.6,592.2,376.7,111349.7401
6.1,42.1,648.7,377.0,122686.1959
5.9,43.8,499.2,377.2,93682.1985
6.4,44.1,652.0,377.3,122703.1861
6.2,44.3,553.9,377.1,104420.7863
6.5,43.9,692.0,377.0,130440.1752
6.2,39.2,567.6,376.6,106931.8563
6.0,36.7,441.2,377.4,82707.2991
6.9,42.1,794.7,377.4,150113.4037
7.1,43.4,863.0,378.0,163146.8043
7.4,41.7,975.1,377.9,184243.5764
7.2,38.3,950.0,378.1,179977.3723
7.0,39.1,903.1,377.5,170878.4554
6.6,38.9,728.0,377.2,137349.0557
7.3,39.4,867.0,378.4,163773.9905
6.7,38.4,630.0,375.9,118458.5417
6.6,36.9,766.9,374.5,143908.7992
6.9,38.9,840.2,375.0,156768.0287
6.7,37.7,900.2,374.6,168933.4823
6.7,32.9,1000.9,374.3,187598.2835
7.1,38.3,903.9,374.1,168988.4604
6.7,36.9,927.9,374.3,173823.1288
6.7,39.7,827.2,374.1,155292.0606
6.8,42.1,743.7,374.6,139447.5991
6.0,44.7,569.0,373.9,105833.2947
7.0,44.9,866.8,373.9,162122.2619
6.8,47.7,701.2,373.8,130592.1505
7.9,46.5,1433.8,374.7,269049.3266
7.5,44.5,1285.2,375.0,241091.0829
6.8,45.6,958.0,375.0,179680.1599
7.5,44.3,1243.1,375.2,233587.2412
7.1,43.4,1099.1,376.0,207063.8470
6.4,37.9,753.0,375.7,141673.4579
6.6,40.9,820.0,375.8,154327.4894
6.2,43.3,680.4,375.9,127929.0690
6.7,45.5,793.0,376.9,149240.7942
5.6,38.9,482.1,375.6,90562.7984
5.8,43.2,565.1,375.5,105986.9881
5.6,43.6,463.9,375.2,86861.8389
5.8,46.7,693.0,375.6,130308.6279
6.2,45.3,675.9,376.1,127303.9375
5.4,41.7,456.9,375.7,85637.1821
5.9,41.8,572.0,375.5,107376.7115
5.4,39.8,376.0,375.1,70323.3022
5.5,40.3,394.9,375.0,73818.7442
5.7,42.6,472.2,375.2,88605.8666
6.1,41.7,525.1,374.9,98489.7973
5.6,39.5,469.8,375.7,87695.5200
5.8,39.8,511.5,375.2,95568.3144
5.5,37.3,551.0,375.0,102930.3046
5.6,38.9,491.2,374.7,91768.7209
6.2,43.4,568.9,374.9,106593.1743
6.1,39.6,767.7,375.2,143996.5236
6.7,39.9,787.8,375.8,148273.7046
6.0,41.4,642.1,375.6,120404.4377
6.2,37.5,718.2,375.8,135236.1199
6.3,39.5,692.1,374.8,129902.0306
5.9,40.5,506.1,374.2,94532.7441
5.5,40.4,435.8,373.7,81595.5322
4.6,39.8,249.3,373.1,45660.8478
4.9,42.0,324.0,375.5,60227.7243
5.1,44.4,304.0,376.4,56705.3358
5.1,41.3,344.0,377.2,64459.5341
5.8,41.9,449.2,377.7,84450.1426
5.6,43.6,399.3,377.6,74925.6244
5.7,43.1,544.7,377.5,102878.6478
4.8,48.0,344.9,376.5,64407.0607
5.4,50.5,541.1,376.7,101659.7802
5.7,44.5,443.9,376.4,82914.6964
5.8,45.1,488.2,376.2,91454.2869
5.2,45.8,432.8,375.8,80960.1055
4.8,48.3,363.2,375.4,67827.4141
